,metal,linker_SMILES
3429,Ce,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O
3430,La,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O
3431,Co,COc1c(-c2ccncc2)cc(-c2ccncc2)c(OC)c1-c1c(OC)c(-c2ccncc2)cc(-c2ccncc2)c1OC
3432,Cd,COc1c(-c2ccncc2)cc(-c2ccncc2)c(OC)c1-c1c(OC)c(-c2ccncc2)cc(-c2ccncc2)c1OC
3433,Cu,COc1c(-c2ccncc2)cc(-c2ccncc2)c(OC)c1-c1c(OC)c(-c2ccncc2)cc(-c2ccncc2)c1OC
3434,Ag,COc1c(-c2ccncc2)cc(-c2ccncc2)c(OC)c1-c1c(OC)c(-c2ccncc2)cc(-c2ccncc2)c1OC
3435,Cu,CC(C)(C)SCC(=O)Nc1cccnc1
3436,Hg,N#CC(C#N)=CC(C#N)C#N
3437,Ba,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
3438,Mn,O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1
3439,Cu,O=C(O)c1ccc(-n2c3ccc(C(=O)O)cc3c3cc(C(=O)O)ccc32)cc1
3440,Zn,Cc1ccc(-c2c3nc(c(-c4ccncc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccncc5)c5ccc2[nH]5)C=C4)C=C3)cc1
3441,Mg,O=C(O)c1cccc(-c2ccncc2)c1
3442,Mg,O=C(O)c1ccc(-c2cccnc2)cc1
3443,Mg,O=C(O)c1ccc(-c2ccncc2)cc1
3444,Ni,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12
3445,Tb,c1c[nH]nn1
3446,Ba,O=C1CC(=O)NC(=S)N1
3447,Eu,O=C(O)c1cccc(C(=O)O)n1
3448,Hg,c1ccc(/C(=N\CCCC/N=C(\c2ccccc2)c2ccccn2)c2ccccn2)cc1
3449,Zn,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
3450,Bi,O=C(O)c1cncc(C(=O)O)c1
3451,Co,O=C(O)c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)O)cc3)cc(C#Cc3ccc(C(=O)O)cc3)c2)cc1
3452,Cd,Nc1cncc(C(=O)O)c1
3453,Cu,Nc1cncc(C(=O)O)c1
3454,Yb,O=C(O)[C@H]1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1
3455,Cu,O=C(O)c1ccc(P(=O)(O)O)nc1
3456,Co,O=C(O)c1ccc(P(=O)(O)O)nc1
3457,Cu,CCCCc1cn(Cc2ccncc2)nn1
3458,Cu,CCCCCc1cn(Cc2ccncc2)nn1
3459,Pb,O=C(O)c1cc(-c2cc(C(=O)O)nc(C(=O)O)c2)cc(C(=O)O)n1
3460,Cs,N#CC1=C(C(C#N)C#N)C(=O)NC1=O
3461,Cd,O=C(O)C1CCN(CP(=O)(O)O)CC1
3462,Cd,O=C(O)c1cc(C(=O)O)c(C(=O)O)nc1C(=O)O
3463,U,O=C(O)c1cc(P(=O)(O)O)c(C(=O)O)cc1P(=O)(O)O
3464,Ag,C(#Cc1ccc([Si](c2ccc(C#Cc3ccncc3)cc2)(c2ccc(C#Cc3ccncc3)cc2)c2ccc(C#Cc3ccncc3)cc2)cc1)c1ccncc1
3465,Cu,C(#Cc1ccc([Si](c2ccc(C#Cc3ccncc3)cc2)(c2ccc(C#Cc3ccncc3)cc2)c2ccc(C#Cc3ccncc3)cc2)cc1)c1ccncc1
3466,Sm,O=C(O)CSc1nnc(SCC(=O)O)s1
3467,Tb,O=C(O)CSc1nnc(SCC(=O)O)s1
3468,Ca,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3469,Cd,O=C(O)c1ccc(-c2ccc3c(-c4c(O)cc(-c5ccc(C(=O)O)cc5)c5cc(-c6ccc(C(=O)O)cc6)ccc45)c(O)cc(-c4ccc(C(=O)O)cc4)c3c2)cc1
3470,U,Cc1c(CN2C=CC(C(=O)O)C=C2)c(C)c(CN2C=CC(C(=O)O)C=C2)c(C)c1CN1C=CC(C(=O)O)C=C1
3471,Cs,O[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O
3472,Cs,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O
3473,Ag,c1cc(CCc2ccncc2)ccn1
3474,Cs,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
3475,K,O=C1NC(=O)C(=NO)C(=O)N1
3476,Cd,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)[C@@H]1C(=O)O
3477,Cu,c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)cc2-c2ccncc2)ccn1
3478,Sm,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3479,Eu,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3480,Gd,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3481,Tb,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3482,Dy,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3483,Er,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3484,Nd,O=C(O)c1ccc(CNCP(=O)(O)O)cc1
3485,Cu,c1c(C2=NCCO2)cc(C2=NCCO2)cc1C1=NCCO1
3486,Cu,O=C(O)c1cc(C#Cc2c3c(c(C#Cc4cc(C(=O)O)cc(C(=O)O)c4)c4c2[C@H]2c5ccccc5[C@@H]4c4ccccc42)[C@H]2c4ccccc4[C@@H]3c3ccccc32)cc(C(=O)O)c1
3487,Zn,O=C(O)Cc1nnc(-c2ccncc2)[nH]1
3488,Ag,C/C(=N\N=C(/C)c1nccnc1C)c1nccnc1C
3489,Ag,C/C(=N/N=C(\C)c1nccnc1C)c1nccnc1C
3490,Eu,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
3491,Gd,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
3492,Sm,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
3493,Tb,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
3494,Cd,NCCP(=O)(O)O
3495,Co,O=C(O)c1cncc(P(=O)(O)O)c1
3496,Ni,O=C(O)c1cncc(P(=O)(O)O)c1
3497,Ag,Cn1ccn(CCCCn2ccn(C)c2=S)c1=S
3498,Cu,Cc1cnc(C)cn1
3499,Dy,c1c[nH]nn1
3500,Er,c1c[nH]nn1
3501,Gd,c1c[nH]nn1
3502,Ho,c1c[nH]nn1
3503,Lu,c1c[nH]nn1
3504,Tm,c1c[nH]nn1
3505,Yb,c1c[nH]nn1
3506,Cu,O=C(O)c1ccc(-c2cnn(Cn3cc(-c4ccc(C(=O)O)cc4)cn3)c2)cc1
3507,Sn,O=C(O)CC(=O)O
3508,Y,Nn1c(CCc2nnc(SCC(=O)O)n2N)nnc1SCC(=O)O
3509,Ce,Nn1c(CCc2nnc(SCC(=O)O)n2N)nnc1SCC(=O)O
3510,Co,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O
3511,Cd,O=C(O)CSc1ccncc1
3512,Zn,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
3513,Cd,c1cn(CCn2ccnc2)cn1
3514,In,Nc1cc(C(=O)O)ccc1C(=O)O
3515,Ag,c1nnn[nH]1
3516,Cu,O=C(O)c1cc(C(=O)O)cc(-c2ccc(C(=C(c3ccc(-c4cc(C(=O)O)cc(C(=O)O)c4)cc3)c3ccc(-c4cc(C(=O)O)cc(C(=O)O)c4)cc3)c3ccc(-c4cc(C(=O)O)cc(C(=O)O)c4)cc3)cc2)c1
3517,Na,CCc1ccc(O)cc1
3518,Na,Oc1ccc(F)cc1
3519,Cd,O=C(O)c1ccc(-c2nnn[nH]2)cc1
3520,Dy,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1
3521,Cd,O=C(O)c1ccc(C(=O)O)o1
3522,Mn,O=C(O)c1ccc(C(=O)O)o1
3523,Cu,C1CNCCNC1
3524,Fe,O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl
3525,Cu,C(CC1CCNCC1)CC1CCNCC1
3526,Pb,O=C(O)CS(O)(O)O
3527,Cu,O=C(O)/C=C/c1ccc(-c2cc(-c3ccc(/C=C/C(=O)O)cc3)cc(-c3ccc(/C=C/C(=O)O)cc3)c2)cc1
3528,Cd,[C]c1nc(C(=O)O)c(C(=O)O)[nH]1
3529,Mn,O=C(O)c1ccccc1SCc1ccncc1
3530,Cu,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3531,Zn,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2)c1
3532,Cd,O=C(O)c1ncc[nH]1
3533,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
3534,Fe,O=C(O)c1ccc(-c2cc([C@H]3C=C[C@H](c4cc(-c5ccc(C(=O)O)cc5)nc(-c5ccc(C(=O)O)cc5)c4)C=C3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
3535,Cr,O=C(O)c1ccc(-c2cc([C@H]3C=C[C@H](c4cc(-c5ccc(C(=O)O)cc5)nc(-c5ccc(C(=O)O)cc5)c4)C=C3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
3536,Co,O=C(O)CNC(=O)c1ccc(C(=O)NCC(=O)O)cc1
3537,Cu,O=C(O)CNC(=O)c1ccc(C(=O)NCC(=O)O)cc1
3538,Ni,O=C(O)[C@@H]1C=CC(=S)N=C1
3539,Zn,O=C(O)CN1C=CC(=C2C=CN(CC(=O)O)C=C2)C=C1
3540,Cd,COc1ccc(-c2nc(C(=O)O)c(C(=O)O)[nH]2)cc1
3541,Er,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
3542,Yb,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
3543,Co,Nc1cc(N)cc(C(=O)O)c1
3544,Ag,c1cc(N(Cc2ccc(CN(c3ccncc3)c3ccncc3)cc2)c2ccncc2)ccn1
3545,Cs,O=C1NC(=O)C(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
3546,U,O=C(O)c1cc(P(=O)(O)O)cc(P(=O)(O)O)c1
3547,K,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
3548,Rb,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
3549,Cd,O=C(O)c1ccc(C(=O)O)c2nsnc12
3550,Mg,O=C(O)[C@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@H](C(=O)O)[C@@H](C(=O)O)[C@@H]1C(=O)O
3551,Ba,O=C(O)[C@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@H](C(=O)O)[C@@H](C(=O)O)[C@@H]1C(=O)O
3552,Co,c1nc(-c2nnn[nH]2)n[nH]1
3553,Mn,c1nc(-c2nnn[nH]2)n[nH]1
3554,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cccc3c(-c4cc(C(=O)O)cc(C(=O)O)c4)cccc23)c1
3555,Cd,C(C#Cc1ccc(N(c2ccncc2)c2ccncc2)cc1)#Cc1ccc(N(c2ccncc2)c2ccncc2)cc1
3556,Mn,O=C(O)c1cc(C(=O)O)cc(-c2ccncc2)c1
3557,Cu,[C]Cc1c(C(=O)O)cc(C(=O)O)cc1C(=O)O
3558,Cu,CSCC[C@H](NC(=O)C(=O)N[C@@H](CCSC)C(=O)O)C(=O)O
3559,Zn,O=C(O)c1ccc(CN(CCCN(Cc2ccc(C(=O)O)cc2)Cc2ccc(C(=O)O)cc2)Cc2ccc(C(=O)O)cc2)cc1
3560,Cu,O=C(O)c1cc(C(=O)O)cc(N2[C@H](c3ccccc3)NN[C@@H]2c2ccccc2)c1
3561,Cu,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2-c2cccnc2)c1
3562,Cu,Cc1nncn1-c1cc(C(=O)O)cc(C(=O)O)c1
3563,Co,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2-c2cccnc2)c1
3564,Cd,c1ccc(-c2nc(-c3ncn[nH]3)n[nH]2)nc1
3565,Tb,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
3566,Dy,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
3567,Gd,O=P(O)(O)CN1CCN(CP(=O)(O)O)CC1
3568,Lu,O=C(O)c1ccc(C(=O)O)c([N+](=O)[O-])c1
3569,Ag,NCc1cccnc1
3570,Ca,O=C(O)CCCCC(=O)O
3571,Cu,O=C(O)c1cc(NC(=O)[C@H]2C=C[C@H](c3cc([C@H]4C=C[C@H](C(=O)Nc5cc(C(=O)O)cc(C(=O)O)c5)C=C4)cc([C@H]4C=C[C@H](C(=O)Nc5cc(C(=O)O)cc(C(=O)O)c5)C=C4)c3)C=C2)cc(C(=O)O)c1
3572,Zn,COc1cc(C(=O)O)ccc1OCC(COc1ccc(C(=O)O)cc1OC)(COc1ccc(C(=O)O)cc1OC)COc1ccc(C(=O)O)cc1OC
3573,Zn,COc1cc(/C=C/C(=O)O)ccc1OCC(COc1ccc(/C=C/C(=O)O)cc1OC)(COc1ccc(/C=C/C(=O)O)cc1OC)COc1ccc(/C=C/C(=O)O)cc1OC
3574,Zn,O=C(O)c1ccc2cc(OCC(COc3ccc4cc(C(=O)O)ccc4c3)(COc3ccc4cc(C(=O)O)ccc4c3)COc3ccc4cc(C(=O)O)ccc4c3)ccc2c1
3575,Pb,O=C(O)c1ccc(C(=O)O)c2ccccc12
3576,In,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
3577,Mn,O=C(O)CN1C=C(C(=O)O)CC(C(=O)O)=C1
3578,Gd,O=C(O)CN1C=C(C(=O)O)CC(C(=O)O)=C1
3579,Cu,O=C(O)c1ccc2c(c1)c1cc(C(=O)O)ccc1n2-c1ccc(-n2c3ccc(C(=O)O)cc3c3cc(C(=O)O)ccc32)cc1
3580,Zn,O=C(O)c1ccc(-c2c(Br)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(Br)c2-c2ccc(C(=O)O)cc2)cc1
3581,Mn,O=C(O)COc1cc(OCC(=O)O)cc(C(=O)O)c1
3582,Sr,O=C(O)c1ccc(C(=O)O)s1
3583,Ni,O=P(O)(O)c1ccc(-c2c3nc(c(-c4ccc(P(=O)(O)O)cc4)c4ccc([nH]4)c([C@H]4C=C[C@@H](P(=O)(O)O)C=C4)c4nc(c(-c5ccc(P(=O)(O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
3584,La,O=P(O)(O)c1ccc([C@]23C[C@]4(c5ccc(P(=O)(O)O)cc5)C[C@](c5ccc(P(=O)(O)O)cc5)(C2)C[C@](c2ccc(P(=O)(O)O)cc2)(C3)C4)cc1
3585,Fe,[C]C([C])C(C#N)=C(C#N)C#N
3586,Pr,c1c[nH]cn1
3587,Cd,O=C(O)c1ccc(O[PH]2(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N2)cc1
3588,Zn,O=C(O)c1csc(-c2ccncc2)n1
3589,Ag,O=C(O)c1csc(-c2ccncc2)n1
3590,Yb,Nc1cc(C(=O)O)c(N)cc1C(=O)O
3591,K,O=c1[nH]c(=O)[nH]c(=O)[nH]1
3592,Sm,O=C(O)CC(=O)O
3593,In,O=C(O)c1ccc(C2=C(c3ccc(C(=O)O)cc3)SC(=C3SC(c4ccc(C(=O)O)cc4)=C(c4ccc(C(=O)O)cc4)S3)S2)cc1
3594,Cu,O=C(O)c1cc(C(=O)O)cc([C@H]2C=C[C@H](C(=C([C@H]3C=C[C@H](c4cc(C(=O)O)cc(C(=O)O)c4)C=C3)[C@H]3C=C[C@H](c4cc(C(=O)O)cc(C(=O)O)c4)C=C3)[C@H]3C=C[C@H](c4cc(C(=O)O)cc(C(=O)O)c4)C=C3)C=C2)c1
3595,Mn,Sc1ccccc1
3596,La,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3597,Zn,O=C(O)c1ccc2nn[nH]c2c1
3598,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cc(O)c(-c3c(O)cc(-c4cc(C(=O)O)cc(C(=O)O)c4)c4cc(Cl)ccc34)c3ccc(Cl)cc23)c1
3599,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3c4nc(c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5ccc([nH]5)c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5nc(c(-c6cc(-c7ccc(C(=O)O)cc7)cc(-c7ccc(C(=O)O)cc7)c6)c6ccc3[nH]6)C=C5)C=C4)c2)cc1
3600,Mg,O=C(O)c1cc(C(=O)O)c2ccc3c(C(=O)O)cc(C(=O)O)c4ccc1c2c43
3601,Cu,OCCN1NNNC1=S
3602,Dy,O=C(O)c1cncc(C(=O)O)c1
3603,Fe,[C]C(=C)C#N
3604,Ni,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
3605,Ni,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)c1
3606,Zn,O=C(O)c1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1
3607,Li,O=C(O)c1cc(O)cc(S(O)(O)O)c1O
3608,Li,O=C(O)c1cc(S(O)(O)O)c(O)cc1O
3609,Sr,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
3610,Fe,O=C(O)C1=C[C@@H]2C(=C3SC(C(=O)O)=C[C@H]3C3=C2SC(C(=O)O)S3)S1
3611,Sr,O=C(O)CCc1ccc(CCC(=O)O)cc1
3612,Ca,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
3613,Co,O=C(O)c1ccc(C(=O)O)s1
3614,Tb,O=C(O)/C=C/C(=O)O
3615,Li,C1COCCO1
3616,Mg,O=C(O)COCC(=O)O
3617,Zn,O=C(O)C1=C(c2ccccc2C(=O)O)CCCC1
3618,Cu,c1cc(-c2ccncn2)ncn1
3619,Mn,CCC1(CC)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
3620,Na,Oc1ccc(NNc2ccc(S(O)(O)O)cc2)c2cccnc12
3621,Ca,O=C(O)CCC(=O)O
3622,Tb,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
3623,Zn,O=C(O)c1nc(-c2cccnc2)[nH]c1C(=O)O
3624,Li,O=C(O)CC(O)(CC(=O)O)C(=O)O
3625,Zn,O=C(O)c1ccc(/C=C/c2ccc(C(=O)O)cc2)cc1
3626,Zn,c1nc[nH]n1
3627,Ni,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
3628,Cu,O=C(O)C1=CC2=C[C@H](C(=O)O)C=C3C=C(C(=O)O)CC(=C1)[C@H]23
3629,Cd,O=C(O)c1cc(C(=O)O)c2ccc3c(C(=O)O)cc(C(=O)O)c4ccc1c2c43
3630,Cu,O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)O)cc(C(=O)O)c2)C4=O)c1
3631,Na,c1ccc(Pc2ccccc2)cc1
3632,Zn,Cc1cc(C(=O)O)c(C)cc1C(=O)O
3633,Gd,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2S(O)(O)O)c(S(O)(O)O)c1
3634,Dy,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2S(O)(O)O)c(S(O)(O)O)c1
3635,Ho,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2S(O)(O)O)c(S(O)(O)O)c1
3636,Er,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2S(O)(O)O)c(S(O)(O)O)c1
3637,Mn,c1cn(CCCCn2ccnc2)cn1
3638,Cu,c1cncc(-n2cnnc2)c1
3639,Ba,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2
3640,Cd,O=C(O)c1cc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3641,Mg,Nc1c(-c2ccc(C(=O)O)cc2)cncc1-c1ccc(C(=O)O)cc1
3642,Al,O=C(O)CCCCC(=O)O
3643,Mn,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O
3644,Mg,CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O
3645,Co,[C][C@H]1CC[C@@](C)(C(=O)O)C1(C)C
3646,Y,O=C(O)c1cc(/N=N/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3647,Li,O=C(O)CCC(=O)O
3648,Ni,COc1cc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3cc(OC)c(OC)cc3c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2cc1OC
3649,Cd,COc1cc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3cc(OC)c(OC)cc3c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2cc1OC
3650,Co,COc1cc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3cc(OC)c(OC)cc3c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2cc1OC
3651,Zn,COc1cc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3cc(OC)c(OC)cc3c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2cc1OC
3652,Pb,O=P(O)(O)Cc1cc(CP(=O)(O)O)cc(CP(=O)(O)O)c1
3653,Pb,Cc1c(CP(=O)(O)O)c(C)c(CP(=O)(O)O)c(C)c1CP(=O)(O)O
3654,Cd,O=C(O)c1ccc(N2CN=CN2)cc1
3655,Ga,C1COCCO1
3656,Zn,Cc1nccn1Cc1cc(C(=O)O)cc(C(=O)O)c1
3657,Cu,N#Cc1cc(C#N)c(C#N)cc1C#N
3658,Cu,Cc1nccn1Cc1cc(C(=O)O)cc(C(=O)O)c1
3659,Li,N#CC(C#N)=C(C#N)C#N
3660,Li,N#C/C(C=N)=C(/C#N)C=N
3661,Cd,SN1N[C@H](c2ccncc2)NN[C@@H]1c1ccncc1
3662,Ca,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3663,Ca,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
3664,Nd,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3665,Pr,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3666,Sm,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3667,Tb,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3668,Dy,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3669,Eu,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3670,Gd,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3671,Gd,Nc1cc(C(=O)O)c(N)cc1C(=O)O
3672,Cd,N#CNC(=N)O
3673,Cu,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
3674,In,O=C(O)c1cncc(C(=O)O)c1
3675,Tl,N#CC(C#N)=C(C#N)C#N
3676,Cd,O=C(O)c1ccc(OCc2cccnc2)cc1
3677,Mn,c1ccc2[nH]nnc2c1
3678,K,O=C(NCCN(CCNC(=O)Nc1ccncc1)CCNC(=O)Nc1ccncc1)Nc1ccncc1
3679,Tm,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
3680,Cu,c1ccc([Se][Se]c2ccccn2)nc1
3681,Ag,CC(C)(C)c1nnc(C(C)(C)C)[nH]1
3682,Mn,c1c2c(cc3c1=NN=N3)=NN=N2
3683,Na,O=S(=O)(c1ccc(OCCCS(O)(O)O)c(Cl)c1)c1ccc(OCCCS(O)(O)O)c(Cl)c1
3684,Ag,c1cc(-c2nnn[nH]2)ccn1
3685,Zn,O=C(O)Cn1cc(C(=O)O)ccc1=O
3686,Co,O=C(O)Cn1c(COc2ccc(OCc3nc4ccccc4n3CC(=O)O)cc2)nc2ccccc21
3687,Zn,O=P(O)(O)CCCP(=O)(O)O
3688,Zn,O=C(O)Cn1c(COc2ccc(OCc3nc4ccccc4n3CC(=O)O)cc2)nc2ccccc21
3689,Ni,O=C(O)Cn1c(COc2ccc(OCc3nc4ccccc4n3CC(=O)O)cc2)nc2ccccc21
3690,Cr,N#CC(C#N)C#N
3691,Hg,N#CC(C#N)C#N
3692,Co,N#CC(C#N)C#N
3693,Cd,O=C(O)c1nccnc1C(=O)O
3694,Eu,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
3695,Mg,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc4c(-c5cc(C(=O)O)cc(C(=O)O)c5)cc(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2c3c54)c1
3696,Cd,c1cncc(Cc2nnn[nH]2)c1
3697,Zn,c1cncc(Cc2nnn[nH]2)c1
3698,Nd,O=CO
3699,Pr,O=CO
3700,Mg,O=C(O)c1ccc(C(=O)O)s1
3701,Fe,O=C(O)CCCCC(=O)O
3702,Ag,O=C(O)c1ccc(Cn2cncn2)cc1
3703,Eu,O=C(O)c1ccc(Cn2cncn2)cc1
3704,Cu,Cc1n[nH]c(C)c1Cc1ccc(Cc2c(C)n[nH]c2C)cc1
3705,K,O=C(O)CCCCCCCC(=O)O
3706,Cd,O=C(O)/C=C/c1cccc(/C=C/C(=O)O)c1
3707,Cd,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1
3708,Zn,NC(=O)N[C@H](CCC(=O)O)C(=O)O
3709,Ag,O=C(O)c1cc(Oc2cccc(C(=O)O)c2C(=O)O)cc(C(=O)O)c1
3710,Pr,O=C(O)c1cc(Oc2cccc(C(=O)O)c2C(=O)O)cc(C(=O)O)c1
3711,Pr,O=C(O)/C=C/c1cccc(/C=C/C(=O)O)c1
3712,Eu,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3713,Tb,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3714,Ce,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3715,Cd,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)ccc2C(=O)O)c1
3716,Ni,O=C(O)c1ccc(C(=O)O)s1
3717,Cu,[C]OC(O[C])c1cc(C(=O)O)cc(C(=O)O)c1
3718,Cu,COC(=O)c1cc(C(=O)O)cc(C(=O)O)c1
