,metal,linker_SMILES
5805,Cu,O=C(O)C1=CC(=C=C2C=C(C(=O)O)C=C(C(=O)O)C2)CC(C(=O)O)=C1
5806,Pb,O=[N+]([O-])c1ccc(O)c(S(O)(O)O)c1
5807,Co,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(-c3ccncc3)cc2)cc1
5808,Ni,O=C(O)Cn1cnnn1
5809,Cu,CCOc1cc(-c2ccc(C(=O)O)cc2)c2cc(-c3ccc(C(=O)O)cc3)ccc2c1-c1c(OCC)cc(-c2ccc(C(=O)O)cc2)c2cc(-c3ccc(C(=O)O)cc3)ccc12
5810,Eu,Cc1nc(C)c(C(=O)O)cc1C(=O)O
5811,Cd,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O
5812,Mn,[O-][n+]1ccc(CCc2cc[n+]([O-])cc2)cc1
5813,Ce,O=C(O)/C=C/c1cccc(OCC(=O)O)c1
5814,La,O=C(O)/C=C/c1cccc(OCC(=O)O)c1
5815,Nd,O=C(O)/C=C/c1cccc(OCC(=O)O)c1
5816,Pr,O=C(O)/C=C/c1cccc(OCC(=O)O)c1
5817,Y,O=C(O)/C=C/c1cccc(OCC(=O)O)c1
5818,Hf,O=C1C(=O)C(=O)C1=O
5819,Zr,O=C1C(=O)C(=O)C1=O
5820,Zn,O=P(O)(O)[C@H]1CC[C@H](P(=O)(O)O)CC1
5821,Er,Cc1cc(C(=O)O)cc(C(=O)O)c1
5822,Cu,O=P(O)(O)CCS(O)(O)O
5823,Ag,N#Cc1ccc([Si](c2ccccc2)(c2ccc(C#N)cc2)c2ccc(C#N)cc2)cc1
5824,Ag,C[Si](c1ccc(C#N)cc1)(c1ccc(C#N)cc1)c1ccc(C#N)cc1
5825,Ag,N#Cc1ccc([Si](c2ccc(C#N)cc2)(c2ccc(C#N)cc2)c2ccc(C#N)cc2)cc1
5826,Cs,O=[N+]([O-])c1nnn[nH]1
5827,Rb,O=[N+]([O-])c1nnn[nH]1
5828,K,O=[N+]([O-])c1nnn[nH]1
5829,Mn,OCC(O)CO
5830,Co,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
5831,Ba,O=C(O)c1cc(Oc2cccc(C(=O)O)c2C(=O)O)cc(C(=O)O)c1
5832,Fe,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
5833,Co,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
5834,Ni,N#CC(C#N)c1ccc(C(C#N)C#N)cc1
5835,Cu,O=C(O)c1cc(C(=O)O)cc([C@H]2[S@@H]3C[S@H]23)c1
5836,Tb,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)ccc2C(=O)O)cc1
5837,Eu,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)ccc2C(=O)O)cc1
5838,Tb,O=C(O)c1ccc(C(=O)c2cc(C(=O)c3ccc(C(=O)O)cc3)cc(C(=O)c3ccc(C(=O)O)cc3)c2)cc1
5839,Zn,OCCc1nnn[nH]1
5840,Fe,O=C(O)c1cc(/C=C/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5841,Fe,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5842,Fe,O=C(O)c1cc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5843,Fe,Cc1cc(-c2cc(C)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c(C)c2)cc(C)c1-c1cc(C(=O)O)cc(C(=O)O)c1
5844,Fe,Nc1c(-c2ccc(C(=O)O)cc2)cc(-c2ccc(C(=O)O)cc2)cc1-c1ccc(C(=O)O)cc1
5845,Fe,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(O)c(-c3ccc(C(=O)O)cc3)c2)cc1
5846,Fe,CCCCCCOc1c(-c2ccc(C(=O)O)cc2)cc(-c2ccc(C(=O)O)cc2)cc1-c1ccc(C(=O)O)cc1
5847,Fe,O=C(O)c1ccc([Si](c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
5848,Fe,O=C(O)c1ccc(-c2ccc(C(c3ccc(-c4ccc(C(=O)O)cc4)cc3)(c3ccc(-c4ccc(C(=O)O)cc4)cc3)c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)cc1
5849,Fe,O=C(O)c1ccc(-c2ccc([C@]34C[C@]5(c6ccc(-c7ccc(C(=O)O)cc7)cc6)C[C@](c6ccc(-c7ccc(C(=O)O)cc7)cc6)(C3)C[C@](c3ccc(-c6ccc(C(=O)O)cc6)cc3)(C4)C5)cc2)cc1
5850,Cu,O=C(O)c1cc(NNc2ccccc2)cc(C(=O)O)c1
5851,Fe,O=C(O)c1ccc(C(=O)O)o1
5852,Fe,O=C(O)c1cc(Br)cc(C(=O)O)c1
5853,Fe,[C][C@@]1(C(=O)O)C=C(OCOC2=C[C@]([C])(C(=O)O)CCC2)CCC1
5854,Fe,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
5855,Fe,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2
5856,Fe,Cc1cc(-c2ccc(C(=O)O)cc2)c(C)cc1-c1ccc(C(=O)O)cc1
5857,Zn,Cc1c(-c2ccc(OCC(=O)O)cc2)c(C)c(-c2ccc(OCC(=O)O)cc2)c(C)c1-c1ccc(OCC(=O)O)cc1
5858,Cd,O=C(N/N=C/c1ccccn1)c1ccncc1
5859,Ag,O=C(O)c1ccc(CP(=O)(O)O)cc1
5860,Cu,Cc1cc(C)c([C@@H]2PP[C@H](c3c(C)cc(C)cc3C)P2)c(C)c1
5861,Cu,CC(C)(C)C1=P[C@H](C(C)(C)C)P=P1
5862,Ag,c1cc(-c2nnn[nH]2)ccc1-c1nn[nH]n1
5863,In,O=C(O)c1ccc(N2CCN(c3ccc(C(=O)O)cc3)C2)cc1
5864,La,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1
5865,Ce,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1
5866,Pr,O=C(O)c1ccc(C(=O)c2ccccc2C(=O)O)cc1
5867,Zn,Cc1nnc(-c2ncccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5868,Cd,Cc1nnc(-c2ncccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5869,Cu,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2-c2ccccn2)c1
5870,Zn,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2-c2ccccn2)c1
5871,Co,Cc1nnc(-c2cnccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5872,Cu,Cc1nnc(-c2cnccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5873,Zn,Cc1nnc(-c2cnccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5874,Cd,Cc1nnc(-c2cnccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5875,Co,Cc1nnc(-c2ncccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5876,Cu,Cc1nnc(-c2ncccn2)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5877,Na,CCCC1(CCC)c2cc(OCCCS(O)(O)O)ccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(OCCCS(O)(O)O)ccc3-4)cc21
5878,La,O=C(O)Cc1ccc(CC(=O)O)cc1
5879,Er,O=C(O)Cc1ccc(CC(=O)O)cc1
5880,Cd,O=C(O)COc1c(Sc2ccccc2)c(Sc2ccccc2)c(OCC(=O)O)c2ccccc12
5881,Cu,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1
5882,Mg,O=C(O)[C@@H](O)P(=O)(O)O
5883,Mn,O=C(O)c1cc(C(=O)O)cc([C@H]2[C@H](c3ccncc3)[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)[C@H]2c2ccncc2)c1
5884,Zn,O=C(O)c1ccc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc1
5885,K,O=C(O)c1nc(C(=O)O)c(C(=O)O)nc1C(=O)O
5886,Cs,O=C(O)c1nc(C(=O)O)c(C(=O)O)nc1C(=O)O
5887,Cd,C1=NCN(c2ccc(C(=C(c3ccc(N4CN=CN4)cc3)c3ccc(N4CN=CN4)cc3)c3ccc(N4CN=CN4)cc3)cc2)N1
5888,Cu,Nc1cnc(N)cn1
5889,Sr,O=C(O)CC(=O)O
5890,Ag,C1CSCCS1
5891,Cd,O=C(O)c1cc(NC(=O)c2cc(C(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)[nH]n2)cc(C(=O)O)c1
5892,Zn,O=C(O)c1ccc(-c2c3ccccc3c(-c3ccc(C(=O)O)cc3)c3ccccc23)cc1
5893,Zn,O=C(O)c1ccc(-c2cc(C3=CC[C@H](C(=O)O)CC3)cc(C3=CC[C@H](C(=O)O)CC3)c2)cc1
5894,Cu,O=C(O)c1cc(C(=O)O)cc(-c2ccnc3ccccc23)c1
5895,Pb,O=C(O)c1nc(-c2ccccn2)[nH]c1C(=O)O
5896,Pb,O=C(O)C1=NC(c2ccccn2)=N[C@@H]1C(=O)O
5897,Rb,O=C1C([N+](=O)[O-])=C[C@H]([N+](=O)[O-])C(O)=C1[N+](=O)[O-]
5898,Eu,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5899,Nd,OS(O)(O)c1ccc2cc(S(O)(O)O)ccc2c1
5900,Eu,OS(O)(O)c1ccc2cc(S(O)(O)O)ccc2c1
5901,Bi,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
5902,Bi,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
5903,Sr,Nc1cc(C(=O)O)ccc1-c1ccc(C(=O)O)cc1N
5904,Eu,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5905,Gd,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5906,Tm,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5907,Ho,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
5908,Zn,O=C(O)c1ccc(Oc2cncc(C(=O)O)c2)cc1
5909,Ho,O=C(O)c1ccc(O[PH]2(Oc3ccc(C(=O)O)cc3Cl)N[PH](Oc3ccc(C(=O)O)cc3Cl)(Oc3ccc(C(=O)O)cc3Cl)N[PH](Oc3ccc(C(=O)O)cc3Cl)(Oc3ccc(C(=O)O)cc3Cl)N2)c(Cl)c1
5910,Ho,Cc1cc(O[PH]2(Oc3ccc(C(=O)O)c(C)c3)N[PH](Oc3ccc(C(=O)O)c(C)c3)(Oc3ccc(C(=O)O)c(C)c3)N[PH](Oc3ccc(C(=O)O)c(C)c3)(Oc3ccc(C(=O)O)c(C)c3)N2)ccc1C(=O)O
5911,Ho,COc1cc(C(=O)O)ccc1O[PH]1(Oc2ccc(C(=O)O)cc2OC)N[PH](Oc2ccc(C(=O)O)cc2OC)(Oc2ccc(C(=O)O)cc2OC)N[PH](Oc2ccc(C(=O)O)cc2OC)(Oc2ccc(C(=O)O)cc2OC)N1
5912,Ho,O=C(O)c1ccc(O[PH]2(Oc3ccc(C(=O)O)cc3Br)N[PH](Oc3ccc(C(=O)O)cc3Br)(Oc3ccc(C(=O)O)cc3Br)N[PH](Oc3ccc(C(=O)O)cc3Br)(Oc3ccc(C(=O)O)cc3Br)N2)c(Br)c1
5913,Zn,O=C(O)c1ccc(-c2ccc(CO)nc2)cc1
5914,Ce,O=C(O)c1cc(C(=O)O)nc(C(=O)O)c1
5915,Zn,O=C(O)c1cccc(P(=O)(O)O)c1
5916,Co,O=P(O)(O)Cc1cccnc1
5917,Zr,O=C(O)COc1c2cccc1Cc1cccc(c1OCC(=O)O)Cc1cccc(c1OCC(=O)O)Cc1cccc(c1OCC(=O)O)C2
5918,Ag,O=C(O)Cn1cncn1
5919,Fe,Nc1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1
5920,Fe,O=C(O)c1ccc(C2=C(c3ccc(C(=O)O)cc3)SC(=C3SC(c4ccc(C(=O)O)cc4)=C(c4ccc(C(=O)O)cc4)S3)S2)cc1
5921,K,S=c1[nH]c(=S)[nH]c(=S)[nH]1
5922,Rb,S=c1[nH]c(=S)[nH]c(=S)[nH]1
5923,Cs,S=c1[nH]c(=S)[nH]c(=S)[nH]1
5924,Ag,O=C(O)c1ccncc1C(=O)O
5925,Zn,Cc1c(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)c(C)c(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)c(C)c1-c1cc(-c2ccc(C(=O)O)cc2)cc(-c2ccc(C(=O)O)cc2)c1
5926,Pb,Cc1c(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)c(C)c(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)c(C)c1-c1cc(-c2ccc(C(=O)O)cc2)cc(-c2ccc(C(=O)O)cc2)c1
5927,Fe,c1c[nH]nn1
5928,Zr,O=C(O)c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)O)cc3)cc(C#Cc3ccc(C(=O)O)cc3)c2)cc1
5929,Tb,O=C(O)c1cc(C(=O)O)cc(-n2cnnc2)c1
5930,Mn,C[Si](C)(O[Si](c1ccc(C(=O)O)cc1)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1)O[Si](c1ccc(C(=O)O)cc1)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1
5931,Zn,C[Si](C)(O[Si](c1ccc(C(=O)O)cc1)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1)O[Si](c1ccc(C(=O)O)cc1)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1
5932,La,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5933,Nd,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5934,Cu,c1cc(CCc2ccncc2)ccn1
5935,Bi,O=C(O)c1cc(S(O)(O)O)c2cc(C(=O)O)cc(S(O)(O)O)c2c1
5936,Mn,O=C(O)c1nc(-c2cccc(O)c2)[nH]c1C(=O)O
5937,La,O=C(O)/C=C/C(=O)O
5938,Cd,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12
5939,Mn,CCO[P@](=O)(O)c1ccc(/C=C/c2cccnc2)cc1
5940,Co,CCO[P@](=O)(O)c1ccc(/C=C/c2cccnc2)cc1
5941,Ni,CCO[P@@](=O)(O)c1ccc(/C=C/c2cccnc2)cc1
5942,Cd,O=P(O)(O)c1ccc(/C=C/c2cccnc2)cc1
5943,Yb,O=C(O)c1nc(C(=O)O)c(C(=O)O)nc1C(=O)O
5944,Lu,O=C(O)c1nc(C(=O)O)c(C(=O)O)nc1C(=O)O
5945,Er,O=C(O)c1nc(C(=O)O)c(C(=O)O)nc1C(=O)O
5946,Ag,O=C(O)c1cc[n+]([O-])cc1
5947,Na,Oc1ccc(S(O)(O)O)c2cccnc12
5948,Cd,O=C(O)CCC(=O)O
5949,Cu,O=C(O)c1cc(=O)cc(C(=O)O)o1
5950,Ag,O=C(O)c1cc(=O)cc(C(=O)O)o1
5951,Er,OS(O)(O)CCS(O)(O)O
5952,Pb,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1
5953,Cu,c1cn(B(n2ccnc2)n2ccnc2)cn1
5954,Fe,c1cncnc1
5955,Cs,O=C1C(=O)[C@@H](Cl)C(=O)C(O)=C1Cl
5956,Cd,NCCCN
5957,Zn,[C]OCCOc1c(O)c(C#Cc2ccc(C(=O)O)cc2)c(OCCO[C])c(O)c1C#Cc1ccc(C(=O)O)cc1
5958,Na,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
5959,Mn,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5960,Co,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5961,Ag,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5962,Zn,O=C(O)c1cc(OCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5963,Ag,O=C(O)c1cc(OCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5964,Dy,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5965,Eu,O=C(O)c1cc(OCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5966,La,O=C(O)c1cc(OCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
5967,Cu,Cc1cc(P(=O)(O)O)cc(P(=O)(O)O)c1
5968,Ag,N[C@H]1C[C@H](N)C[C@@H](N)C1
5969,Cu,CCCc1nncn1-c1cc(C(=O)O)cc(C(=O)O)c1
5970,Cu,CCc1nncn1-c1cc(C(=O)O)cc(C(=O)O)c1
5971,Cu,Cc1nnc(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5972,Zn,Cc1nnc(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5973,Cu,CCc1nnc(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5974,Zn,CCc1nnc(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5975,Cu,CCc1nnc(CC)n1-c1cc(C(=O)O)cc(C(=O)O)c1
5976,Nd,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
5977,K,O=[N+]([O-])C(c1nonc1NNc1nonc1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
5978,Cd,O=C(O)c1ccc(N2C=CC(C3C=CN(c4ccc(C(=O)O)cc4)C=C3)C=C2)cc1
5979,Mn,O=C(O)CN1C=CC(c2ccncc2)=CC1
5980,Cu,O=C(CC(=O)C(F)(F)F)c1ccc(-c2ccncc2)cc1
5981,Cd,O=C(O)c1cc(C(=O)O)c(-c2c(C(=O)O)cc(C(=O)O)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
5982,Hf,O=C(O)c1ccc(C#Cc2ccc(C#Cc3ccc(C(=O)O)cc3)cc2)cc1
5983,Mn,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
5984,Zn,[C]N([C])c1ccc(C(=O)O)cc1
5985,Zn,O=C(O)c1cc(C(=O)O)cc(C2=CNC(c3cc(C(=O)O)cc(C(=O)O)c3)=CN2)c1
5986,Cd,CCCc1nnn[nH]1
5987,Bi,O=C(O)CC(O)(CC(=O)O)C(=O)O
5988,Zr,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
5989,Mn,O=C(O)c1ccc2c(O)c3cc(C(=O)O)ccc3c(O)c2c1
5990,Mn,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1C2=O
5991,Cd,Cc1ccc([C@H]2c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@@H](c3ccc(C)cc3)c3cc2c(OCC(=O)O)cc3OCC(=O)O)cc1
5992,Zn,Cc1ccc([C@H]2c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@@H](c3ccc(C)cc3)c3cc2c(OCC(=O)O)cc3OCC(=O)O)cc1
5993,Co,Cc1ccc([C@H]2c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@H](c3ccc(C)cc3)c3cc(c(OCC(=O)O)cc3OCC(=O)O)[C@@H](c3ccc(C)cc3)c3cc2c(OCC(=O)O)cc3OCC(=O)O)cc1
5994,Ce,O=C(O)Cc1cccc(CC(=O)O)c1
5995,Nd,O=C(O)Cc1cccc(CC(=O)O)c1
5996,Cu,O=C(O)C1(NCc2ccccc2O)CCCC1
5997,Gd,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1
5998,Nd,Cc1cc(C(=O)O)cc(=O)[nH]1
5999,Eu,O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)O)c1
6000,Gd,O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)O)c1
6001,Tb,O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)O)c1
6002,Cd,O=P(O)(O)Cc1cc(CP(=O)(O)O)c(CP(=O)(O)O)cc1CP(=O)(O)O
6003,Mg,O=C(O)c1ccc(-c2cc(C(=O)O)c(-c3ccc(C(=O)O)cc3)cc2C(=O)O)cc1
6004,Ag,O=C(O)c1ccc(-c2cc(C(=O)O)c(-c3ccc(C(=O)O)cc3)cc2C(=O)O)cc1
6005,Zn,O=C(O)[C@H]1C[C@H](C(=O)O)[C@H](C(=O)O)C[C@@H]1C(=O)O
6006,Cu,COc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(OC)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
6007,Cu,CCOc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(OCC)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
6008,Cu,CC(C)Oc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(OC(C)C)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
6009,Cu,[C]C([C])Oc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(OC([C])[C])c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
6010,Cd,c1ccc(-c2nc(-c3ccccn3)c(-c3ccccn3)nc2-c2ccccn2)nc1
6011,Co,O=C(O)c1cncc(Cl)c1
6012,Mn,CC(C)(C)c1cc(C(=O)O)cc(/C=N/[C@@H]2CCCC[C@H]2/N=C/c2cc(C(=O)O)cc(C(C)(C)C)c2O)c1O
6013,Li,O=C(O)[C@@H](O)[C@H](O)C(=O)O
6014,Zn,O=C(O)c1ccc(-c2ccc(P(=O)(O)O)cc2)cc1
6015,Cd,O=C(O)c1ccc(-c2ccc(P(=O)(O)O)cc2)cc1
6016,Hg,O=C(O)c1ccc(-c2ccc(P(=O)(O)O)cc2)cc1
6017,Na,CCCc1nc(C(=O)O)c(C(=O)O)[nH]1
6018,Rb,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
6019,Sr,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
6020,Mn,O=C(O)c1ccc(-c2cccnc2)c(C(=O)O)c1
6021,Cs,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1
6022,Cd,C1=Cc2nc1c(-c1cccnc1)c1ccc([nH]1)c(-c1cccnc1)c1nc(c(-c3cccnc3)c3ccc([nH]3)c2-c2cccnc2)C=C1
6023,Er,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O
6024,Zn,O=C(O)c1c2nccnc2c(C(=O)O)c2nccnc12
6025,K,N#Cc1cccc(CNc2ccccc2C(=O)O)c1
6026,In,O=C(O)c1cc(OCCCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
6027,In,O=C(O)c1cc(OCc2ccc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1
6028,Cu,O=C(O)c1cc(C(=O)O)cc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)c1
6029,Hf,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
6030,Mn,O=C(O)c1cc(OCc2ccncc2)cc(C(=O)O)c1
6031,In,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3c4nc(c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5ccc([nH]5)c(-c5cc(-c6ccc(C(=O)O)cc6)cc(-c6ccc(C(=O)O)cc6)c5)c5nc(c(-c6cc(-c7ccc(C(=O)O)cc7)cc(-c7ccc(C(=O)O)cc7)c6)c6ccc3[nH]6)C=C5)C=C4)c2)cc1
6032,Zn,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
6033,Nd,O=C(O)c1cccc(S(O)(O)O)c1
6034,Gd,OS(O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(O)(O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(O)(O)O)cc4)c4nc(c(-c5ccc(S(O)(O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
6035,Cu,O=C(O)CCc1ccc(Cn2ccnc2)cc1
6036,U,O=CO
6037,K,O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])nn2O)n(O)n1
6038,Rb,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
6039,Cs,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
6040,Cu,CC1(C)c2nc3cc4nn[nH]c4cc3nc2C(C)(C)c2nc3cc4[nH]nnc4cc3nc21
6041,U,O=C(O)COCC(=O)O
6042,Cd,Nc1ccc(N)cc1
6043,Zn,Cc1nnc(-c2cccnc2)n1-c1ccc(C(=O)O)cc1
6044,Co,Cc1nnc(-c2cccnc2)n1-c1ccc(C(=O)O)cc1
6045,Cu,Cc1c(C(=O)O)nnn1-c1ccc(C(=O)O)cc1
6046,Mg,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
6047,Ni,c1n[nH]cc1-c1cc(-c2cn[nH]c2)cc(-c2cn[nH]c2)c1
6048,Cu,c1n[nH]cc1-c1cc(-c2cn[nH]c2)cc(-c2cn[nH]c2)c1
6049,Zn,c1n[nH]cc1-c1cc(-c2cn[nH]c2)cc(-c2cn[nH]c2)c1
6050,Zn,[C]/C=C(\[C])c1cn[nH]c1
6051,Ba,O=C(O)c1cccc(C(=O)O)n1
6052,Cs,N#CC(C#N)=C(C(=O)c1ccccc1)C(C#N)C#N
6053,Rb,N#CC(C#N)=C(C(=O)c1ccccc1)C(C#N)C#N
6054,Eu,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)c1
6055,Li,O=C1N=CN=C2N=CN=C12
6056,Li,O=C1N=CN=C2NC=N[C@@H]12
6057,Pr,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
6058,Cd,O=C(O)c1cc(C(=O)O)c(N[C@H]2CC[C@H](Nc3c(C(=O)O)cc(C(=O)O)cc3C(=O)O)CC2)c(C(=O)O)c1
6059,Cd,O=C(O)c1cc(C(=O)O)c(Nc2ccc(Nc3c(C(=O)O)cc(C(=O)O)cc3C(=O)O)cc2)c(C(=O)O)c1
6060,Zn,O=C(O)c1ccc(/C=C/c2ccncc2)cc1
6061,K,OS(O)(O)CCN(CCS(O)(O)O)c1ccccc1
